Type	AISC_Manual_Label	A(cm2)	Ix(cm4)	Iy(cm4)	depth(cm)
2L	2L152X102X12.7X9SLBB	6130	516	330	10.2              
2L	2L152X102X12.7X19SLBB	6130	516	363	10.2             
2L	2L152X102X11.1SLBB	5390	462	261	10.2                
2L	2L152X102X11.1X9SLBB	5390	462	288	10.2              
2L	2L152X102X11.1X19SLBB	5390	462	317	10.2             
2L	2L152X102X9.5SLBB	4660	405	224	10.2                 
2L	2L152X102X9.5X9SLBB	4660	405	246	10.2               
2L	2L152X102X9.5X19SLBB	4660	405	271	10.2              
2L	2L152X102X7.9SLBB	3910	344	186	10.2                 
2L	2L152X102X7.9X9SLBB	3910	344	205	10.2               
2L	2L152X102X7.9X19SLBB	3910	344	226	10.2              
2L	2L152X89X12.7SLBB	5810	353	298	8.89                 
2L	2L152X89X12.7X9SLBB	5810	353	328	8.89               
2L	2L152X89X12.7X19SLBB	5810	353	362	8.89              
2L	2L152X89X9.5SLBB	4440	277	224	8.89                  
2L	2L152X89X9.5X9SLBB	4440	277	248	8.89                
2L	2L152X89X9.5X19SLBB	4440	277	272	8.89               
2L	2L152X89X7.9SLBB	3730	236	186	8.89                  
2L	2L152X89X7.9X9SLBB	3730	236	205	8.89                
2L	2L152X89X7.9X19SLBB	3730	236	225	8.89               
2L	2L127X89X19SLBB	7550	458	264	8.89                   
2L	2L127X89X19X9SLBB	7550	458	297	8.89                 
2L	2L127X89X19X19SLBB	7550	458	334	8.89                
2L	2L127X89X15.9SLBB	6360	400	217	8.89                 
2L	2L127X89X15.9X9SLBB	6360	400	246	8.89               
2L	2L127X89X15.9X19SLBB	6360	400	275	8.89              
2L	2L127X89X12.7SLBB	5160	335	173	8.89                 
2L	2L127X89X12.7X9SLBB	5160	335	195	8.89               
2L	2L127X89X12.7X19SLBB	5160	335	220	8.89              
2L	2L127X89X9.5SLBB	3940	263	130	8.89                  
2L	2L127X89X9.5X9SLBB	3940	263	145	8.89                
2L	2L127X89X9.5X19SLBB	3940	263	164	8.89               
2L	2L127X89X7.9SLBB	3300	224	108	8.89                  
2L	2L127X89X7.9X9SLBB	3300	224	121	8.89                
2L	2L127X89X7.9X19SLBB	3300	224	135	8.89               
2L	2L127X89X6.4SLBB	2670	183	85.7	8.89                 
2L	2L127X89X6.4X9SLBB	2670	183	97	8.89                 
2L	2L127X89X6.4X19SLBB	2670	183	109	8.89               
2L	2L127X76X12.7SLBB	4840	212	172	7.62                 
2L	2L127X76X12.7X9SLBB	4840	212	195	7.62               
2L	2L127X76X12.7X19SLBB	4840	212	218	7.62              
2L	2L127X76X11.1SLBB	4270	191	151	7.62                 
2L	2L127X76X11.1X9SLBB	4270	191	169	7.62               
2L	2L127X76X11.1X19SLBB	4270	191	191	7.62              
2L	2L127X76X9.5SLBB	3690	167	129	7.62                  
2L	2L127X76X9.5X9SLBB	3690	167	145	7.62                
2L	2L127X76X9.5X19SLBB	3690	167	164	7.62               
2L	2L127X76X7.9SLBB	3110	143	108	7.62                  
2L	2L127X76X7.9X9SLBB	3110	143	122	7.62                
2L	2L127X76X7.9X19SLBB	3110	143	136	7.62               
2L	2L127X76X6.4SLBB	2500	117	85.3	7.62                 
2L	2L127X76X6.4X9SLBB	2500	117	96.1	7.62               
2L	2L127X76X6.4X19SLBB	2500	117	107	7.62               
2L	2L102X89X12.7SLBB	4520	313	89.1	8.89                
2L	2L102X89X12.7X9SLBB	4520	313	104	8.89               
2L	2L102X89X12.7X19SLBB	4520	313	120	8.89              
2L	2L102X89X9.5SLBB	3460	246	66.6	8.89                 
2L	2L102X89X9.5X9SLBB	3460	246	77	8.89                 
2L	2L102X89X9.5X19SLBB	3460	246	89.1	8.89              
2L	2L102X89X7.9SLBB	2900	210	55.4	8.89                 
2L	2L102X89X7.9X9SLBB	2900	210	64.1	8.89               
2L	2L102X89X7.9X19SLBB	2900	210	74.1	8.89              
2L	2L102X89X6.4SLBB	2350	172	43.7	8.89                 
2L	2L102X89X6.4X9SLBB	2350	172	50.8	8.89               
2L	2L102X89X6.4X19SLBB	2350	172	58.7	8.89              
2L	2L102X76X15.9SLBB	5150	237	112	7.62                 
2L	2L102X76X15.9X9SLBB	5150	237	130	7.62               
2L	2L102X76X15.9X19SLBB	5150	237	151	7.62              
2L	2L102X76X12.7SLBB	4190	199	88.7	7.62                
2L	2L102X76X12.7X9SLBB	4190	199	103	7.62               
2L	2L102X76X12.7X19SLBB	4190	199	119	7.62              
2L	2L102X76X9.5SLBB	3210	158	66.6	7.62                 
2L	2L102X76X9.5X9SLBB	3210	158	77.4	7.62               
2L	2L102X76X9.5X19SLBB	3210	158	88.7	7.62              
2L	2L102X76X7.9SLBB	2700	135	54.9	7.62                 
2L	2L102X76X7.9X9SLBB	2700	135	63.3	7.62               
2L	2L102X76X7.9X19SLBB	2700	135	73.7	7.62              
2L	2L102X76X6.4SLBB	2180	111	43.7	7.62                 
2L	2L102X76X6.4X9SLBB	2180	111	50.8	7.62               
2L	2L102X76X6.4X19SLBB	2180	111	58.7	7.62              
2L	2L89X76X12.7SLBB	3900	194	60.4	7.62                 
2L	2L89X76X12.7X9SLBB	3900	194	72	7.62                 
2L	2L89X76X12.7X19SLBB	3900	194	84.9	7.62              
2L	2L89X76X11.1SLBB	3450	174	52.9	7.62                 
2L	2L89X76X11.1X9SLBB	3450	174	62	7.62                 
2L	2L89X76X11.1X19SLBB	3450	174	73.7	7.62              
2L	2L89X76X9.5SLBB	2990	154	44.5	7.62                  
2L	2L89X76X9.5X9SLBB	2990	154	53.3	7.62                
2L	2L89X76X9.5X19SLBB	2990	154	63.3	7.62               
2L	2L89X76X7.9SLBB	2520	132	37	7.62                    
2L	2L89X76X7.9X9SLBB	2520	132	44.1	7.62                
2L	2L89X76X7.9X19SLBB	2520	132	52	7.62                 
2L	2L89X76X6.4SLBB	2040	109	29.6	7.62                  
2L	2L89X76X6.4X9SLBB	2040	109	35	7.62                  
2L	2L89X76X6.4X19SLBB	2040	109	41.6	7.62               
2L	2L89X64X12.7SLBB	3570	113	60.4	6.35                 
2L	2L89X64X12.7X9SLBB	3570	113	71.6	6.35               
2L	2L89X64X12.7X19SLBB	3570	113	84.1	6.35              
2L	2L89X64X9.5SLBB	2740	90.3	44.5	6.35                 
2L	2L89X64X9.5X9SLBB	2740	90.3	52.9	6.35               
2L	2L89X64X9.5X19SLBB	2740	90.3	62.4	6.35              
2L	2L89X64X7.9SLBB	2310	77.8	37.2	6.35                 
2L	2L89X64X7.9X9SLBB	2310	77.8	44.1	6.35               
2L	2L89X64X7.9X19SLBB	2310	77.8	52	6.35                
2L	2L89X64X6.4SLBB	1870	64.5	29.8	6.35                 
2L	2L89X64X6.4X9SLBB	1870	64.5	34.9	6.35               
2L	2L89X64X6.4X19SLBB	1870	64.5	41.3	6.35              
2L	2L76X64X12.7SLBB	3230	107	37.9	6.35                 
2L	2L76X64X12.7X9SLBB	3230	107	46.2	6.35               
2L	2L76X64X12.7X19SLBB	3230	107	55.8	6.35              
2L	2L76X64X11.1SLBB	2860	97	33.2	6.35                  
2L	2L76X64X11.1X9SLBB	2860	97	40.5	6.35                
2L	2L76X64X11.1X19SLBB	2860	97	49.1	6.35               
2L	2L76X64X9.5SLBB	2490	85.7	28	6.35                   
2L	2L76X64X9.5X9SLBB	2490	85.7	34.3	6.35               
2L	2L76X64X9.5X19SLBB	2490	85.7	41.6	6.35              
2L	2L76X64X7.9SLBB	2100	74.1	23.3	6.35                 
2L	2L76X64X7.9X9SLBB	2100	74.1	28.5	6.35               
2L	2L76X64X7.9X19SLBB	2100	74.1	34.8	6.35              
2L	2L76X64X6.4SLBB	1700	61.2	18.6	6.35                 
2L	2L76X64X6.4X9SLBB	1700	61.2	22.8	6.35               
2L	2L76X64X6.4X19SLBB	1700	61.2	27.4	6.35              
2L	2L76X64X4.8SLBB	1290	47.5	13.9	6.35                 
2L	2L76X64X4.8X9SLBB	1290	47.5	16.8	6.35               
2L	2L76X64X4.8X19SLBB	1290	47.5	20.5	6.35              
2L	2L76X51X12.7SLBB	2920	55.4	37.9	5.08                
2L	2L76X51X12.7X9SLBB	2920	55.4	45.8	5.08              
2L	2L76X51X12.7X19SLBB	2920	55.4	55.8	5.08             
2L	2L76X51X9.5SLBB	2260	45	28.1	5.08                   
2L	2L76X51X9.5X9SLBB	2260	45	34.5	5.08                 
2L	2L76X51X9.5X19SLBB	2260	45	41.6	5.08                
2L	2L76X51X7.9SLBB	1910	38.9	23.5	5.08                 
2L	2L76X51X7.9X9SLBB	1910	38.9	28.5	5.08               
2L	2L76X51X7.9X19SLBB	1910	38.9	34.4	5.08              
2L	2L76X51X6.4SLBB	1550	32.4	18.7	5.08                 
2L	2L76X51X6.4X9SLBB	1550	32.4	22.8	5.08               
2L	2L76X51X6.4X19SLBB	1550	32.4	27.5	5.08              
2L	2L76X51X4.8SLBB	1180	25.4	13.9	5.08                 
2L	2L76X51X4.8X9SLBB	1180	25.4	16.9	5.08               
2L	2L76X51X4.8X19SLBB	1180	25.4	20.5	5.08              
2L	2L64X51X9.5SLBB	2000	42.9	16.5	5.08                 
2L	2L64X51X9.5X9SLBB	2000	42.9	20.8	5.08               
2L	2L64X51X9.5X19SLBB	2000	42.9	26	5.08                
2L	2L64X51X7.9SLBB	1700	37.1	13.8	5.08                 
2L	2L64X51X7.9X9SLBB	1700	37.1	17.4	5.08               
2L	2L64X51X7.9X19SLBB	1700	37.1	21.9	5.08              
2L	2L64X51X6.4SLBB	1380	31	10.8	5.08                   
2L	2L64X51X6.4X9SLBB	1380	31	13.7	5.08                 
2L	2L64X51X6.4X19SLBB	1380	31	17.2	5.08                
2L	2L64X51X4.8SLBB	1060	24.3	8.12	5.08                 
2L	2L64X51X4.8X9SLBB	1060	24.3	10.3	5.08               
2L	2L64X51X4.8X19SLBB	1060	24.3	13	5.08                
2L	2L64X38X6.4SLBB	1220	13.2	10.8	3.81                 
2L	2L64X38X6.4X9SLBB	1220	13.2	13.7	3.81               
2L	2L64X38X6.4X19SLBB	1220	13.2	17	3.81                
2L	2L64X38X4.8SLBB	935	10.4	8.12	3.81                  
2L	2L64X38X4.8X9SLBB	935	10.4	10.2	3.81                
2L	2L64X38X4.8X19SLBB	935	10.4	12.9	3.81               
                                                       
