Type	AISC_Manual_Label	A(cm2)	Ix(cm4)	Iy(cm4)	depth(cm)
HSS	HSS190.5X4.8	2580	1120	112	19.1                    
HSS	HSS177.8X12.7	6160	2130	213	17.8                   
HSS	HSS177.8X9.5	4700	1680	168	17.8                    
HSS	HSS177.8X7.9	3950	1440	144	17.8                    
HSS	HSS177.8X6.4	3190	1180	118	17.8                    
HSS	HSS177.8X4.8	2410	903	90.3	17.8                    
HSS	HSS177.8X3.2	1620	620	62	17.8                      
HSS	HSS174.6X12.7	6040	2010	201	17.5                   
HSS	HSS174.6X9.5	4620	1590	159	17.5                    
HSS	HSS174.6X7.9	3880	1360	136	17.5                    
HSS	HSS174.6X6.4	3140	1120	112	17.5                    
HSS	HSS174.6X4.8	2360	857	85.7	17.5                    
HSS	HSS168.3X12.7	5810	1790	179	16.8                   
HSS	HSS168.3X11	5070	1590	159	16.8                     
HSS	HSS168.3X9.5	4440	1420	142	16.8                    
HSS	HSS168.3X7.9	3740	1210	121	16.8                    
HSS	HSS168.3X7.1	3350	1100	110	16.8                    
HSS	HSS168.3X6.4	3020	995	99.5	16.8                    
HSS	HSS168.3X4.8	2280	766	76.6	16.8                    
HSS	HSS168.3X3.2	1530	524	52.4	16.8                    
HSS	HSS152.4X12.7	5220	1300	130	15.2                   
HSS	HSS152.4X9.5	4000	1030	103	15.2                    
HSS	HSS152.4X7.9	3370	887	88.7	15.2                    
HSS	HSS152.4X7.1	3030	803	80.3	15.2                    
HSS	HSS152.4X6.4	2720	733	73.3	15.2                    
HSS	HSS152.4X4.8	2050	562	56.2	15.2                    
HSS	HSS152.4X3.2	1380	386	38.6	15.2                    
HSS	HSS141.3X12.7	4810	1020	102	14.1                   
HSS	HSS141.3X9.5	3690	812	81.2	14.1                    
HSS	HSS141.3X6.6	2590	591	59.1	14.1                    
HSS	HSS141.3X4.8	1900	445	44.5	14.1                    
HSS	HSS141.3X3.4	1370	326	32.6	14.1                    
HSS	HSS139.7X12.7	4750	978	97.8	14                     
HSS	HSS139.7X9.5	3650	783	78.3	14                      
HSS	HSS139.7X6.6	2560	570	57	14                        
HSS	HSS127X12.7	4270	716	71.6	12.7                     
HSS	HSS127X9.5	3290	579	57.9	12.7                      
HSS	HSS127X7.9	2770	499	49.9	12.7                      
HSS	HSS127X6.6	2320	425	42.5	12.7                      
HSS	HSS127X6.4	2250	414	41.4	12.7                      
HSS	HSS127X4.8	1700	320	32	12.7                        
HSS	HSS127X3.2	1150	221	22.1	12.7                      
HSS	HSS114.3X9.5	2940	411	41.1	11.4                    
HSS	HSS114.3X8.6	2660	378	37.8	11.4                    
HSS	HSS114.3X6	1910	283	28.3	11.4                      
HSS	HSS114.3X4.8	1520	231	23.1	11.4                    
HSS	HSS114.3X3.2	1030	160	16	11.4                      
HSS	HSS101.6X8	2190	244	24.4	10.2                      
HSS	HSS101.6X6.4	1780	204	20.4	10.2                    
HSS	HSS101.6X6	1680	195	19.5	10.2                      
HSS	HSS101.6X5.7	1610	187	18.7	10.2                    
HSS	HSS101.6X5.6	1570	184	18.4	10.2                    
HSS	HSS101.6X4.8	1350	159	15.9	10.2                    
HSS	HSS101.6X3.2	916	111	11.1	10.2                     
HSS	HSS88.9X8	1890	159	15.9	8.89                       
HSS	HSS88.9X7.6	1820	154	15.4	8.89                     
HSS	HSS88.9X6.4	1540	134	13.4	8.89                     
HSS	HSS88.9X5.5	1340	118	11.8	8.89                     
HSS	HSS88.9X5.2	1270	112	11.2	8.89                     
HSS	HSS88.9X4.8	1170	105	10.5	8.89                     
HSS	HSS88.9X3.2	794	73.7	7.37	8.89                     
HSS	HSS76.2X6.4	1310	81.2	8.12	7.62                    
HSS	HSS76.2X5.5	1140	72.4	7.24	7.62                    
HSS	HSS76.2X5.2	1080	69.1	6.91	7.62                    
HSS	HSS76.2X4.8	994	64.5	6.45	7.62                     
HSS	HSS76.2X3.9	819	54.1	5.41	7.62                     
HSS	HSS76.2X3.4	723	48.3	4.83	7.62                     
HSS	HSS76.2X3.2	677	45.4	4.54	7.62                     
HSS	HSS73X6.4	1250	70.8	7.08	7.3                       
HSS	HSS73X5.2	1030	60.4	6.04	7.3                       
HSS	HSS73X4.8	955	56.2	5.62	7.3                        
HSS	HSS73X3.2	652	39.9	3.99	7.3                        
HSS	HSS63.5X6.4	1070	45	4.5	6.35                       
HSS	HSS63.5X4.8	819	36	3.6	6.35                        
HSS	HSS63.5X3.2	561	25.8	2.58	6.35                     
HSS	HSS60.3X6.4	1010	37.9	3.79	6.03                    
HSS	HSS60.3X5.5	897	34.3	3.43	6.03                     
HSS	HSS60.3X4.8	774	30.5	3.05	6.03                     
HSS	HSS60.3X3.9	645	26.1	2.61	6.03                     
HSS	HSS60.3X3.2	531	21.9	2.19	6.03                     
HSS	HSS48.3X4.8	608	14.8	1.48	4.83                     
HSS	HSS48.3X3.7	483	12.2	1.22	4.83                     
HSS	HSS48.3X3.0	403	10.4	1.04	4.83                     
HSS	HSS42.2X3.6	403	7.66	0.766	4.22                    
                                                       
